Age,AvgWallU,AvgRoofU,AvgFloorU,AvgWindowU,TempAdj,ResponseCat,EnergyRatingCont
30,0.33,0.13,0.64,4.8,0.3,1,293.75
116,2.1,2.3,0.68,2.2,0.6,1,440.19
39,0.28,0.13,0.61,2.7,0,1,230.55
36,0.33,0.3692,0.7,3.32,0,1,312.33
21,0.6755,0.3692,0,4.8,0,2,234.65
66,1.52,1.12,0.69,3.1,0.6,1,453.16
9,0.36,0.14,0.37,2.6,0,1,139.15
12,0.3,0.13,0.41,2.2,0.6,1,204.15
13,0.81,0.2,1,2.7,0.3,4,288.7
17,0.29,0.13,0.47,3.1,0.6,1,255.41
56,1.81,1.29,1.04,2.2,0.6,1,376.02
52,0.6755,0.24,1,3.1,0.3,1,596.34
10,0.6755,0.25,0,2.7,0,1,185.01
42,0.6,0.13,0.61,2.7,0,1,167.06
20,0.27,0.21,0.36,2.8,0.6,1,181.95
11,0.37,0.3692,0,2.3,0,1,161.22
13,0.55,0.3692,0.41,2.9,0.3,4,345.2
10,0.37,0.26,0.34,2.2,0,1,149.29
29,0.42,0.14,0.38,2.7,0.6,1,227.73
2,0.2,0.11,0.34,1.24,0,1,91.64
23,0.58,0.28,0.29,2.7,0.6,1,189.74
16,0.59,0.3692,0,2.1,0.6,1,210.89
13,0.6755,0.3692,0.36,3.1,0.6,1,201.7
41,0.34,0.49,0.61,2.86,0,1,176.98
14,0.55,0.36,0.44,2.83,0,1,198.96
17,0.54,0.35,0.47,3.1,0.6,1,209.45
24,0.32,0.13,0.64,2.8,0.6,1,206.56
44,0.31,0.3,0.58,2.73,0.6,1,254.94
2,0.19,0.11,0.17,1.01,-0.15,1,60.68
10,0.37,0.4,0.37,2.25,0,1,195.02
30,0.27,0.09,0.57,3.1,0,1,192.75
10,0.35,0.26,0,2.6,0.3,3,338.58
116,0.89,0.13,0.46,3.74,0.6,1,267.84
13,0.55,0.3692,0,3.3,0,1,180.3
46,2.25,1.1,0.73,4.8,0.6,1,440.57
30,0.6755,0.13,0.58,2.32,0,1,125.7
12,0.55,0.35,0.49,2.2,0.6,1,285.98
20,0.6755,0.13,0.44,2.34,0.6,3,276.66
31,0.6,0.16,0.64,2.41,0,1,186.41
11,0.37,0.37,0.4,2.18,0.6,1,223.11
12,1.17,0.3692,0.29,2.7,0,1,299.69
19,0.55,0.13,0.45,3.1,0,1,185.64
36,0.6755,0.4,0.57,4.01,0,1,351.81
25,0.26,0.25,0.57,3.1,0.6,1,192.92
16,0.55,0.27,0.41,3.1,0,1,218.36
16,0.55,0.27,0.41,2.8,0,1,197.88
31,0.6755,0.13,0.48,2.7,0.6,1,223.7
16,0.6755,0.15,0.44,3.1,0,1,213.45
11,1,0.25,0,2.2,0.3,1,232.05
7,0.27,0.19,0.27,1.8,0,1,98.52
8,0.24,0.14,0.17,1.99,0,1,146.42
176,0.55,0.15,0.41,3.1,0,1,268.46
56,0.6755,0.25,0.65,2.81,0,1,161.32
9,0.6755,0.26,0.37,2.7,0.6,2,251.8
14,0.55,0.27,0.41,2.73,0,1,201.71
34,1.09,0.4,0.49,2.7,0.6,1,307.79
17,0.55,0.13,0.41,2.78,0,1,212.69
20,0.55,0.35,0,2.7,0,3,338.67
34,0.41,0.16,0.64,3.1,0.6,1,271.21
36,1.1,0.4,0.48,3.68,0,1,195.52
14,0.55,0.4,0.44,2.8,0,1,252.6
49,2.4,2.3,0.67,2.71,0,1,476.27
86,0.6755,0.4,0.75,2.86,0.6,1,423.91
28,0.57,0.24,0.32,2,0,1,131.71
11,0.36,0.25,0.34,2.2,0.6,1,199.36
7,0.29,0.13,0.25,1.9,0,1,140.83
10,0.6755,0.4,0.39,2.1,0.3,4,354.99
51,0.3,0.13,0.84,4.8,0,1,290.85
17,0.3,0.16,0.29,4.65,0.6,1,261.97
17,0.55,0.3692,0.19,3.1,0,1,135.85
20,0.55,0.29,0.44,2.91,0,1,228.06
47,0.21,0.31,0.58,4.27,0.6,1,213.52
9,0.29,0.3692,0.29,2.7,0.6,1,193.41
13,0.55,0.3692,0.36,2.7,0.3,4,194.29
11,0.49,0.25,0,2,0.3,4,203.12
12,0.54,0.3692,0.36,2.8,0,1,158.25
39,0.6755,0.4,0.65,5.24,0,1,461.73
34,1.1,0.5,0.64,3.1,0.6,1,358
20,0.55,0.4,0.41,3.1,0.6,1,301.66
76,2.1,2.3,0.89,4.03,0.3,1,1014.8
6,0.23,0.16,0.18,1.5,0,1,93.68
10,0.6755,0.26,0.34,2.3,0,1,189.86
33,0.32,0.13,0.49,2.08,0,1,136.97
8,0.39,0.25,0.37,2.2,0,1,194.85
15,0.55,0.33,0.36,2.96,0,1,183.43
14,0.55,0.13,0.41,2.7,0.6,3,356.49
7,0.37,0.3692,0.32,2,0,1,118.71
11,0.3,0.13,0.39,2,0,1,179.52
27,0.6755,0.2,0.64,2.2,0.3,3,360.73
9,0.27,0.13,0.27,1.6,0,1,85.69
17,0.55,0.4,0.38,2.7,0.3,1,302.87
46,0.29,0.18,0.27,2.8,0,1,168.25
9,0.27,0.16,0.25,2.6,0.6,1,189.67
10,0.27,0.16,0.25,1.7,0,1,129.02
10,0.28,0.3692,0,2.2,0,1,162.45
116,0.6755,0.4,0.84,3.1,0.3,1,637.76
8,0.37,0.25,0.34,2.01,0,1,123.32
26,0.6,0.22,0.64,2.8,0.6,1,214.34
13,0.3,0.4,0.36,2.87,0.6,1,204.74
116,2.01,0.4,0.86,2.8,0.6,1,388.11
116,0.9,2.3,0.62,3.1,0.6,1,450.72
52,0.27,0.13,0.56,2.71,0.6,1,220.37
13,0.29,0.17,0.41,2.7,0.6,1,169.22
39,2.21,0.25,0.35,2.3,0,1,199.25
91,1.87,2.02,0.58,2.85,0.6,1,316.87
12,0.55,0.3692,0.29,2.75,0,1,152.23
32,0.3,0.13,0.57,3.6,0.6,1,246.17
16,0.55,0.26,0,3.1,0.3,4,283.86
13,0.55,0.26,0.41,2.1,0,1,152.35
15,0.55,0.26,0.41,3.1,0,1,216.48
9,0.6755,0.3692,0.26,2.7,0.6,1,178.46
10,0.37,0.25,0.34,2.72,0,1,141.59
9,0.37,0.13,0.34,2,0,1,167.84
11,0.37,0.25,0.37,2,0.6,1,172.23
8,0.26,0.3692,0.31,1.8,0,1,121.73
126,2.1,0.89,0.89,5.7,0.6,1,520.39
116,0.6755,0.29,0.61,3.1,0.6,1,304.7
15,0.55,0.26,0.41,3.1,0.6,1,212.01
42,0.31,0.13,0.61,2.8,0.6,1,214.86
48,0.33,0.5,0.67,2.63,0.6,1,299.46
11,0.27,0.29,0.34,1.98,0,3,148.4
71,0.4,0.23,0.5,2.7,0.6,1,258.12
15,0.29,0.13,0.41,3.1,0,1,161.12
14,0.48,0.3692,0,2.8,0.3,4,204.26
9,0.22,0.16,0.25,1.7,0.6,1,119.77
11,0.37,0.2,0.34,2.1,0,1,147.1
86,2.1,0.17,1.02,2.7,0.6,1,500.93
46,1.45,0.84,0.75,2.63,0.6,1,345.32
24,0.6755,0.13,0.57,3.1,0.6,3,293.62
11,0.37,0.26,0.34,2.7,0.6,1,205.42
49,2.12,1.74,0.45,1.97,0,1,374.57
16,0.27,0.13,0.44,2.7,0.6,1,173.93
14,0.31,0.2,0.41,3.1,0,1,150.43
11,0.37,0.13,0.26,2.31,0,1,177.28
36,0.33,0.13,0.57,5.3,0.6,1,263.19
10,0.75,0.25,0,2.2,0.6,1,210.1
67,1.88,2.3,0.94,4.8,0.3,1,572.24
18,0.27,0.14,0.44,2.8,0.6,3,240.93
76,1.78,0.16,0.84,3.1,0.6,1,342.91
29,0.76,0.4,0,2.6,0,1,285.22
18,0.55,0.4,0.41,2.8,0.6,1,255.01
69,0.85,0.8,0.73,2.91,0,1,248.04
121,2.1,0.2,1.02,2.84,0.6,3,668.88
8,0.36,0.19,0.23,1.42,0,1,146.2
34,0.33,0.16,0.57,2.1,0.6,1,224.24
31,0.6755,0.13,0.57,4.8,0.6,1,251.59
10,0.37,0.38,0.34,2.31,0.6,1,202.44
9,0.37,0.25,0.34,2.8,0,1,194.7
1,0.17,0.12,0.09,1.2,-0.15,1,47.87
16,0.31,0.21,0.41,2.69,0.6,1,195.1
32,0.6,0.19,0.7,3.12,0.6,1,225.42
11,0.6755,0.25,0,2.2,0,1,314.7
42,0.6,0.16,0.84,3.1,0,1,199.73
30,0.29,0.13,0.57,2.8,0.6,1,200.75
36,0.37,0.13,0.48,2.2,0.6,3,250.99
46,0.25,0.64,0.51,2.2,0,1,145.16
15,0.41,0.28,0.36,2.73,0.6,1,174.25
32,0.3,0.13,0.64,3.1,0.6,3,360.33
10,0.3,0.3692,0.31,1.7,0.3,4,370.38
8,0.7,0.3692,0.37,2.2,0,1,137.37
20,0.54,0.4,0.44,2.82,0,1,222.78
40,0.27,0.13,0.63,3.53,0.6,1,257.08
35,0.37,0.13,0.57,4.76,0.6,1,188.56
15,0.29,0.22,0.41,2.87,0,1,174.98
14,0.55,0.29,0.36,2.71,0,1,145.3
14,0.55,0.3692,0.41,3.01,0.3,3,330.69
15,0.53,0.26,0.3,2.98,0.6,1,196.31
9,0.37,0.26,0.34,2.8,0,1,199.39
17,0.55,0.35,0,3.1,0.3,4,272.02
2,0.14,0.14,0.11,1.3,-0.15,2,49.11
8,0.2,0.15,0.19,2.1,0,1,175.49
12,0.55,0.36,0.36,2.2,0,1,207.34
11,0.61,0.26,0,1.95,0.6,1,182.34
58,0.23,0.18,0.15,2.11,0,1,134.94
9,0.36,0.3692,0,2,0,1,152.63
71,0.87,0.31,0.53,2.48,0,1,280.08
22,0.55,0.26,0.41,2.86,0,1,187.71
19,0.32,0.23,0.41,2.7,0.6,1,185.21
13,0.99,0.3692,0.6,2.7,0,1,239.28
36,1.1,0.68,0.57,3.1,0.6,1,334.73
67,2.2,2.3,0.44,2.8,0.6,1,442.08
71,1.95,0.58,0.56,2.8,0,1,300.69
15,0.55,0.13,0.36,2.66,0.6,1,224.73
16,0.55,0.36,0.44,1.8,0,1,135.96
19,0.27,0.3,0.41,2.6,0,1,167.64
60,0.56,0.3692,1.2,3.1,0,1,173.16
40,1.78,0.68,0,4.81,0.6,1,313.13
15,0.32,0.15,0.41,2.8,0.6,3,357.63
12,0.55,0.27,0.36,2.3,0,1,157.2
16,0.6755,0.2,0.41,2.66,0,1,197.69
46,0.99,0.98,0.33,2.71,0.6,1,237.13
9,0.37,0.25,0.31,2.51,0,1,138.58
76,0.22,0.13,0.69,2.8,0.6,1,264.63
52,1.99,0.84,0.65,3.1,0.6,1,376.06
7,0.27,0.3692,0,1.9,0,1,61.78
3,0.36,0.25,0.37,1.19,0,1,125.11
28,0.33,0.14,0.48,2.39,0.6,3,298.88
117,2.2,2.3,0.94,2.8,0.6,1,644.9
10,0.37,0.17,0.23,1.9,0,1,178.56
12,0.55,0.36,0,2,0,1,171.48
19,0.55,0.38,0.41,2.7,0,1,221.14
37,0.6755,0.21,0.49,3.1,0.6,1,266.07
118,1.37,0.4,0.42,4.8,0.6,1,369.07
166,0.6755,0.21,0.19,2.26,0,2,140.59
22,0.5,0.4,0,3.1,0,1,238.11
16,0.35,0.25,0.41,2.72,0.6,1,206.25
76,0.6755,1.42,0.99,3.21,0.6,1,492.68
11,0.77,0.25,0,2.2,0.3,1,313.64
10,0.28,0.22,0.21,1.96,0,1,150.82
15,0.6755,0.25,0.41,3.1,0.6,1,172.35
8,0.26,0.16,0.19,2.09,0,1,145.46
11,0.37,0.3692,0,2.6,0.3,2,163.47
42,2.1,0.4,0.84,2.93,0,1,397.06
46,1.77,2.3,0,2.8,0.6,1,378.77
20,0.6755,0.13,0,3.1,0,1,148.39
66,0.73,1.24,0.59,3.28,0,1,221.41
41,0.6755,0.35,0.73,2.2,0,1,223.13
48,1.84,2.3,0.61,4.14,0.6,1,424.04
27,0.6755,0.15,0.64,3.6,0.6,1,211.26
216,1.18,0.96,0.79,4.39,0.6,1,259.33
39,0.26,0.13,0.69,3.18,0.6,1,307.96
11,0.26,0.16,0.26,2.8,0.6,1,172.47
10,0.27,0.4,0.37,2.6,0,1,171.14
31,0.29,0.13,0.57,2.7,0.6,1,266.38
21,0.32,0.22,0.44,2.71,0.6,1,172.65
14,0.55,0.15,0.41,2.8,0.6,1,212.75
11,0.25,0.23,0.31,2.3,0,1,126.42
18,0.37,0.4,0.41,3.19,0,1,200.24
37,0.31,0.25,0.57,3.48,0.6,1,267.85
45,0.6755,0.31,0.58,2.18,0.6,1,217.32
1,0.18,0.11,0.11,1.3,0,1,54.42
16,0.43,0.35,0.37,2.7,0,1,191.01
15,0.32,0.13,0.44,2.8,0.6,1,235
12,0.6755,0.36,0,2.8,0.3,4,372.48
166,1.86,1.4,0.71,2.24,0.6,1,297.1
12,0.55,0.32,0.41,1.92,0.6,1,213.09
86,1.48,0.94,0.7,4.22,0.6,3,642.28
62,0.6755,2.3,0.55,5.53,0.6,3,525.09
11,0.37,0.25,0.34,2.2,0,1,171.97
15,0.55,0.26,0.41,2.3,0.6,1,224
23,0.27,0.26,0.57,2.71,0.6,1,199.45
56,1.6,0.34,0.81,5.7,0.6,1,445.56
33,1.78,2.3,0.64,2.7,0.3,1,680.95
19,0.33,0.17,0.38,2.79,0.6,1,231.12
17,0.6755,0.17,0.41,3.28,0.6,1,180.57
39,0.29,0.13,0.73,3.21,0.6,1,284.67
16,0.55,0.4,0.36,2.85,0,1,220.72
9,0.37,0.25,0.44,2.2,0,1,116.69
13,0.6755,0.13,0.41,2.7,0.6,1,215.85
16,0.55,0.36,0.44,2.99,0,1,223.54
46,0.56,0.13,0.53,1.7,0,1,159.73
11,0.37,0.3692,0.34,2.1,0,3,271.22
13,0.55,0.36,0.47,2.7,0,1,215.69
13,0.27,0.36,0.44,2.81,0,1,201.92
10,0.37,0.2,0.34,2.12,0,2,118.51
61,2.2,2.3,0.61,5.29,0.6,1,458.5
11,0.37,0.2,0.34,2.04,0.6,1,200.71
19,0.54,0.4,0.44,2.8,0.6,1,206.25
11,0.37,0.2,0.31,2.34,0,1,156.35
86,2.2,1.08,0.56,4.8,0,1,243.22
19,0.55,0.4,0.41,2.8,0.6,1,249.66
11,0.37,0.4,0.34,2.8,0.6,1,219.33
16,0.6755,0.17,0.44,2.8,0.6,3,310.2
36,0.36,0.17,0.57,2,0.6,1,187.62
29,0.6,0.4,0.48,4.8,0.6,1,341.22
20,0.52,0.4,0.44,2.7,0,1,193.99
14,0.25,0.3692,0.29,2.1,0,2,321.08
16,0.55,0.39,0.36,2.7,0,1,193.42
13,0.44,0.3692,0,2.7,0,4,157.18
86,0.27,0.3692,0,2.8,0.6,1,194.78
38,0.27,0.3692,0.48,1.8,0,1,164.22
11,0.37,0.4,0.34,2.2,0,1,219.63
12,0.6755,0.26,0.41,2.35,0.6,1,196.63
10,0.2,0.17,0.34,2.72,0,1,120.67
22,0.55,0.13,0.44,2.8,0,1,226.03
12,0.55,0.37,0.41,2.7,0.6,1,263.03
43,0.6755,0.13,0.84,2.2,0.6,3,374.57
30,0.3,0.22,0.57,2.8,0.6,1,199.99
80,0.54,0.16,0.47,2.48,0,1,210.44
71,2.2,0.57,0.73,3.06,0.6,1,342.51
14,0.55,0.36,0.44,2.71,0,1,155.94
56,0.27,0.13,0.73,2.6,0.6,1,251.34
10,0.55,0.36,0.41,2.2,0,1,147.58
36,1.1,0.5,0.55,1.8,0.6,1,350.51
7,0.29,0.3692,0,1.7,0,1,88.04
19,0.5,0.3692,0,2.8,0.3,4,253.58
36,0.6755,0.13,0.57,2.25,0.6,1,216.8
15,0.55,0.13,0.44,3.32,0,1,209.04
1,0.21,0.3692,0,1.33,0,1,65.33
15,0.53,0.3692,0,2.7,0.3,5,240.54
10,0.37,0.25,0.34,2.66,0,1,173.29
36,1.1,0.4,0.39,3.54,0.6,1,263.08
54,1.78,0.13,0.84,2.2,0.3,4,692.9
8,0.37,0.14,0.31,2.2,0,1,138.05
46,0.86,0.55,0.88,2.72,0,1,254.34
11,0.37,0.37,0.34,2.83,0.6,1,176.3
0,0.13,0.14,0,0.99,0,1,48.49
21,0.55,0.4,0.44,2.8,0,1,149.73
18,0.55,0.26,0.44,2.6,0,1,230.65
106,1.7,2.3,0.74,2.88,0.6,1,448.9
18,0.27,0.35,0.41,2.8,0,1,193.43
19,0.29,0.13,0.2,2,0.6,1,241.8
63,0.27,0.2,0.61,4.2,0.6,2,332.83
116,1.19,0.39,0,2.74,0.6,1,335.8
13,0.76,0.26,0,2.7,0.3,1,284.16
7,0.27,0.16,0.31,1.46,0,1,81.84
44,0.66,0.79,0.71,2.47,0.6,1,234.46
114,0.24,0.19,0.57,2.2,0.6,1,276
13,0.6,0.3692,0.36,2.7,0.6,1,191.62
14,0.93,0.3692,0,2.84,0.3,1,253.88
3,0.2,0.18,0.18,1.4,0,1,71.04
116,2.1,2.3,0.27,4.8,0.3,1,376.67
15,0.55,0.27,0.41,2.7,0,1,191.05
15,0.27,0.15,0.41,2.8,0.6,1,198.33
25,0.6,0.3692,0,2.8,0,4,253.97
11,0.37,0.25,0.37,2.2,0.6,1,191.83
47,1.59,0.64,0.7,3.92,0.6,1,341.83
66,1.75,0.82,0.75,3.27,0.6,1,405.58
116,2.04,1.68,0.57,3.1,0,1,397
15,0.48,0.35,0,2.79,0,4,329.32
1,0.2,0.13,0.2,1.9,0,1,89.43
18,0.55,0.26,0.47,3.1,0.6,1,266.85
13,0.6755,0.13,0.4,2.7,0,1,185.3
14,0.55,0.4,0.36,2.8,0,1,158.11
14,0.55,0.27,0.44,2.71,0.3,2,259.81
116,1.35,0.4,0.65,2.88,0.6,1,436.51
9,0.26,0.3692,0,2.1,0,1,113.47
23,0.6,0.4,0.49,2.4,0.6,1,259.32
9,0.86,0.3692,0,1.3,0,4,229.1
23,0.3,0.22,0.64,2.8,0.6,1,270.91
6,0.19,0.14,0.25,1.53,0,1,74.95
9,0.24,0.16,1,2,0,1,134.74
10,0.37,0.25,0.34,2.2,0.3,2,279.24
36,0.6755,0.49,0.48,3.77,0,1,199.19
19,0.55,0.33,0.36,3.2,0,1,164.45
41,1.76,0.99,0.48,2.72,0,1,315.4
18,0.6755,0.13,0.41,2.7,0,1,212.48
43,0.5,1.65,0.73,2.7,0,1,268.86
116,1.44,0.86,0.84,3.1,0,1,371.34
28,0.59,0.4,0.5,3.1,0,1,170.44
10,0.29,0.2,0.24,2,0.3,1,261.22
14,0.6755,0.26,0.29,2.2,0.3,4,322.57
66,1.28,0.3692,0.46,2.8,0.6,1,386.79
10,0.31,0.16,0.31,2,0.6,3,322.17
45,1.93,0.13,0.84,2.2,0,1,260.12
13,0.55,0.35,0.47,3.1,0.6,1,216.59
12,0.27,0.13,0.44,2,0.6,3,332.08
46,0.36,0.13,0.39,2.8,-0.25,1,118.87
22,0.34,0.13,0.44,2.2,0.6,1,207.92
19,0.3,0.4,0.41,2.87,0.6,3,379.82
9,0.37,0.4,0.42,2.1,0.3,4,487.66
29,0.59,0.5,0.64,3.1,0.6,1,233.75
17,0.28,0.13,0.41,2.8,0.6,1,186.97
38,0.6755,0.13,0.64,2.7,0.6,1,292.79
37,0.26,0.13,0.57,2.81,0.6,1,230.9
126,1.4,1.41,0.65,4.28,0.6,1,426.1
76,2.1,2.3,1.19,2.8,0.6,1,597.94
9,0.23,0.3692,0.19,2.7,0,1,185.63
27,0.6,0.4,0.7,2.7,0,1,228.51
14,0.55,0.35,0.44,2.71,0.6,1,202.27
16,0.6755,0.4,0.41,2.7,0,1,193.48
21,0.55,0.3692,0,2.8,0.3,4,267.77
22,0.33,0.13,0.41,3.1,0,1,167.26
61,2.1,0.26,0.61,2.2,0,1,250.32
12,0.55,0.27,0.36,2.2,0,1,203.32
66,2.1,0.26,0.73,2.8,0,1,272.06
19,0.55,0.4,0,3.4,0.6,1,219.97
11,0.49,0.3692,0,2.7,0,4,255.12
16,0.55,0.14,0.36,2.78,0.6,1,207.38
42,0.6,0.13,0.73,3.56,0.6,1,308.17
26,0.3,0.35,0.64,2.9,0,1,188.31
28,0.32,0.21,0.57,3.18,0.6,1,246.17
17,0.6755,0.28,0.41,3.1,0,1,164.62
35,0.29,0.16,0.48,2.54,0,1,180.05
12,0.48,0.35,0,2.2,0,1,175.08
66,2.2,0.4,0.77,3,0.6,1,319.78
33,0.57,0.24,0.53,3.1,0.6,1,315.34
11,0.27,0.18,0.34,2.59,0,1,131.91
20,0.55,0.4,0.44,3.1,0,1,204.77
146,0.2,0.16,0.37,1.39,0,3,134
56,1.59,0.53,0.71,5.7,0,1,377.11
30,0.32,0.13,0.57,5.2,0,1,218.01
16,0.55,0.2,0.36,2.85,0,4,292.81
100,0.65,1.31,0.4,2,0.3,3,906.67
19,0.55,0.21,0.41,2.75,0,1,212.4
112,0.6755,1.86,0.71,2.8,0.6,1,381.99
71,2.2,0.13,0.61,5.31,0.6,1,369.5
10,0.37,0.26,0.34,1.8,0,1,134.7
12,0.55,0.14,0.42,2.8,0,1,184.06
22,0.6755,0.4,0.47,2.93,0.6,1,198.25
9,0.26,0.13,0.34,2.7,0.6,1,171.87
89,0.3,0.13,0.53,2.8,0.6,3,319.41
12,0.83,0.3692,0,2.8,0,1,138.26
15,0.6755,0.36,0.36,3.1,0.3,2,175.55
12,0.27,0.2,0.41,2.8,0.6,1,208.48
15,0.55,0.4,0.44,2.8,0.6,1,286.94
21,0.27,0.23,0.41,2.71,0,1,138.51
12,0.49,0.3692,0,2.7,0.3,4,243.04
86,1.59,0.22,0.53,3.68,0.6,1,403.35
13,0.6755,0.35,0,2.9,0.3,4,277.39
9,0.34,0.25,0,2,0.6,1,140.84
14,0.55,0.3692,0.44,3.1,0,1,279.7
16,0.27,0.13,0.41,2.7,0,1,131.4
14,0.3,0.13,0.41,2.6,0.6,1,222.72
62,0.6755,0.13,0.88,3.53,0.6,1,269.78
53,1.37,0.42,0.57,3.1,0,2,305.63
14,0.43,0.16,0.29,2.7,0,1,186.97
31,0.29,0.13,0.74,2.45,0.6,1,207.62
96,1.59,0.3692,1,2.8,0.3,1,1056.31
81,1.1,1.81,0.8,2.1,0,1,246.31
116,1.95,1.74,0.73,4.8,0.6,3,973.58
11,0.24,0.16,0.2,1.7,0,1,91.91
46,1.98,2.3,0.63,3.65,0.6,1,408.7
39,0.35,0.13,0.42,2.63,0.6,1,190.95
29,0.6,0.2,0.57,3.7,0.6,1,233.11
86,1.3,1.48,0.75,3.1,0.6,1,297.69
9,0.27,0.13,0,1.8,0,4,205.14
13,0.31,0.13,0.44,3.1,0.6,1,267.81
53,0.6755,0.34,0.84,4.8,0.6,3,319.53
54,0.28,0.37,0.73,2.7,0.6,1,268.77
43,1.68,0.63,0.7,2.77,0,1,248.73
12,0.55,0.26,0.41,2.2,0,1,178.61
19,0.55,0.26,0.36,2.7,0.3,5,248.99
18,0.31,0.24,0.44,2.8,0.6,1,192.06
11,0.24,0.18,0.34,2.2,0,3,128.35
38,1.1,0.47,0.64,3.57,0.6,1,420.15
10,0.27,0.3692,0.25,1.6,0,3,249.16
24,0.6,0.26,0.64,2.7,0.6,1,299.52
27,0.24,0.13,0.57,2.44,0.6,1,199.19
13,0.3,0.13,0.36,3.05,0,1,153.97
48,0.3,0.13,0.73,4.8,0,1,203.6
76,2.2,2.3,0.84,4.8,0.6,1,677.8
11,0.25,0.13,0.37,2.64,0.6,1,189.7
17,0.31,0.22,0.41,2.64,0.6,1,193.33
11,0.29,0.14,0.39,2.2,0,1,173.19
12,0.55,0.28,0.41,2,0,1,174.36
10,0.37,0.25,0.34,2.04,0,1,140.48
9,0.37,0.16,0.34,1.9,0,1,159.71
12,0.6755,0.38,0,3.1,0,1,189.5
116,2.1,2.3,0.65,4.38,0,1,474.95
11,0.25,0.16,0.25,1.7,0,1,153.49
27,0.28,0.13,0.57,2.1,0,1,172.35
196,1.84,0.53,0.67,4.71,0,1,283.74
17,0.34,0.3,0.44,2.86,0,1,219.79
9,0.34,0.3692,0,2.7,0,1,149.95
12,0.55,0.4,0.4,2.8,0.6,1,245.49
17,1.13,0.4,0,2.7,0.3,4,388.24
26,0.6,0.41,0.57,4.8,0.6,1,295.64
8,0.49,0.3692,0,2.5,0,4,206.02
15,0.31,0.13,0.41,3.22,0.6,1,223.58
166,1.27,2.3,0.78,4.72,0.6,1,369.13
14,0.55,0.36,0.41,2.85,0.6,1,254.96
11,0.36,0.25,0.34,2.2,0.6,1,172.78
12,0.3,0.13,0.41,2.7,0,1,177.6
13,0.6755,0.13,0.41,3.1,0.6,1,226.21
116,2.1,2.3,0.84,2.7,0.45,1,395.61
18,0.32,0.13,0.44,2.7,0,1,211.94
9,0.37,0.25,0,2.7,0.3,5,220.25
16,0.55,0.27,0.41,2.7,0.6,1,286.05
18,0.47,0.26,0.44,2.8,0.6,1,222.78
166,0.35,0.3692,0,2.1,0,1,218.49
96,2.2,0.4,0.73,3.1,0.3,3,607.82
116,1.86,2.3,0.56,4.51,0,4,552.16
18,0.55,0.13,0.44,3.1,0.6,1,304.58
38,1.1,0.49,0.57,3.47,0,1,280.91
33,0.37,0.13,0.57,3.4,0.6,1,222.13
26,0.6,0.26,0.57,2.8,0,1,153.15
116,0.74,0.93,0.38,2.71,0,1,213.01
21,0.31,0.13,0.29,3.1,0.3,4,252.07
12,0.55,0.13,0.41,2.7,0,1,199.5
126,2.1,2.3,0.46,3.07,0.6,1,420.68
15,0.55,0.13,0.41,2.7,0.6,1,227.42
9,0.27,0.22,0.34,1.9,0,2,118.09
8,0.36,0.3692,0.37,2.3,0,1,129.39
166,0.35,0.21,0.36,3.1,0,1,162.9
61,1.7,0.67,0.54,2.6,0.6,1,322.08
81,1.06,0.35,0.45,2.7,0,1,174.35
16,0.55,0.35,0.44,2.8,0.6,1,203.71
12,0.28,0.13,0,2.2,0.3,4,227.94
13,0.29,0.26,0.41,2.8,0,1,157.51
12,0.55,0.3692,0,2.7,0,4,216.03
21,0.55,0.4,0.44,4.8,0.6,1,272.69
19,0.59,0.38,0.43,3.1,0.6,1,350.24
37,0.6,0.13,0.62,2.8,0.3,5,670.1
19,0.55,0.24,0.36,2.59,0,1,140.04
14,0.27,0.13,0.29,1.7,0,2,238.89
29,0.6,0.4,0.64,4.8,0.6,3,571.14
20,0.55,0.13,0.41,3.1,0,1,177.84
46,0.6,0.17,0.73,2.8,0.6,1,243.84
12,0.55,0.26,0.41,2.2,0,1,208.61
49,2.01,0.4,0.63,2.72,0.6,1,442.59
81,0.6755,0.88,0.63,2.7,0,1,318.77
38,1.1,0.49,0.23,3.46,0.3,4,214.2
106,2.1,0.4,0.73,4.8,0,1,391.2
9,0.17,0.14,0.16,1.43,0,2,148.54
18,0.3,0.13,0.44,2.6,0.6,1,193.41
22,0.6755,0.4,0.41,3.38,0,1,179.23
56,0.27,0.18,0.38,2.99,0,1,174.32
13,0.55,0.4,0.41,2.84,0.6,1,285.36
18,0.55,0.4,0.44,3.18,0.6,1,241.9
9,0.37,0.25,0.34,1.9,0,1,202.16
14,0.29,0.13,0.41,3.1,0.6,1,224.33
0,0.26,0.14,0.25,1.5,0.3,1,151.74
9,0.37,0.21,0.31,1.9,0,1,144.83
44,0.38,0.13,0.44,2.63,0.6,1,219.94
13,0.38,0.33,0.44,2.63,0.6,1,213.29
11,0.28,0.13,0.39,2.37,0,1,180.84
16,0.32,0.16,0.44,2.8,0.6,1,192.61
65,0.6755,0.52,0.44,2.8,0.6,1,287.37
16,0.55,0.16,0.41,2.71,0.6,1,196.7
13,0.29,0.15,0.37,2.7,0.6,1,224.3
9,0.37,0.25,0.26,1.7,0.6,1,149.65
31,0.6,0.5,0.57,2.8,0,1,292.32
66,0.3,0.19,0.61,1.3,0.6,1,188.78
71,1.39,1.13,0.73,2.2,0.6,3,825.55
9,0.25,0.14,0.22,2,0,1,115.2
18,0.55,0.26,0.49,2.1,0.6,1,292.79
